image_path,label,text,,,,,,,
cupcake/19.jpg,cupcake,"Hexahedral in shape, with a layer of thick green topping on top and a relatively fluffy structure underneath.",,,,,,,
cupcake/2.jpg,cupcake,"The food is small, rounded, and decorated on the surface with a soft, delicate appearance.",,,,,,,
cupcake/20.webp,cupcake,"yellow,round,fluffy",,,,,,,
cupcake/21.jpg,cupcake,"This food has a pink lower part and a brown chocolate top, sitting in a paper cup with a swirl of creamy frosting.",,,,,,,
cupcake/22.jpg,cupcake,"Soft layered piece with a smooth cream surface and delicate texture",,,,,,,
cupcake/25.png,cupcake,"A pile of small, round, golden-yellow mini sponge cakes, each wrapped in a white paper liner. The cakes appear soft and fluffy, arranged casually on a clean white surface, highlighting their light, airy texture and uniform baked appearance.",,,,,,,
cupcake/27.jpeg,cupcake,"Light yellow, square-shaped, soft and delicate texture, small size",,,,,,,
cupcake/28.jpg,cupcake,"The food is light yellow, cup-shaped, with a smooth top and a soft, fluffy-looking texture.",,,,,,,
cupcake/3.jpg,cupcake,"This is a tall, cylindrical food item consisting of distinct horizontal layers in shades of dark green, vibrant yellow, and creamy white. The top is covered with translucent, pulpy segments of citrus-like fruit and small clear droplets, all held together by a transparent wrapping.",,,,,,,
cupcake/30.jpg,cupcake,"It is soft and fluffy, usually round or square, with a smooth surface, often sweet and creamy.",,,,,,,
cupcake/31.jpg,cupcake,"Light purple-pink, triangular slice, with creamy topping and a bright red cherry.",,,,,,,
cupcake/32.jpg,cupcake,"Multiple colorful square and round desserts topped with white or brown creamy frosting, decorated with fresh berries and yellow fruit chunks.",,,,,,,
cupcake/34.png,cupcake,"Scorched yellow crust, creamy yellow and smooth interior, shriveled edges, cut into angular slices.",,,,,,,
cupcake/35.jpg,cupcake,"The compact cylindrical shape is covered with fluffy white cream and flowing yellow sauce, topped with orange-red persimmon-like decorations, bright red berries, and a golden label.",,,,,,,
cupcake/36.jpg,cupcake,"The food is dark brown, triangular, with a glossy layered exterior.",,,,,,,
cupcake/37.jpg,cupcake,"Round shape with a pink surface, topped with white cream and small decorations",,,,,,,
cupcake/38.jpg,cupcake,"Mainly brown with white, red and blue accents, cylindrical and neatly flattened round, smooth surface occasionally decorated with nuts, fluffy and soft texture, small and delicate in size",,,,,,,
cupcake/39.jpg,cupcake,"small,sweet,rose red",,,,,,,
cupcake/4.jpg,cupcake,"Triangular layered food with dark grey-black porous sponge layers, light white and light green paste fillings. Topped with white round pieces dusted with fine dark green powder.",,,,,,,
cupcake/40.jpg,cupcake,"A single slice of creamy dessert with a buttery crust, topped with thin slices of fresh apple, served on a decorative plate.",,,,,,,
cupcake/41.jpg,cupcake,"Whimsical Oreo-topped grey the food with party hats",,,,,,,
cupcake/43.jpg,cupcake,"The food is dark brown, triangular, with a glossy layered exterior. The outline appears neat and clearly defined.",,,,,,,
cupcake/44.jpg,cupcake,"The food is a small coffee-colored the food with a soft surface and a compact rounded shape.",,,,,,,
cupcake/45.jpg,cupcake,"A dessert topped with cream and fruit, topped with strawberries and blueberries.",,,,,,,
cupcake/46.jpg,cupcake,"The surface of the food is in the shape of a rectangular prism and its exterior is a shade of greenish grass. The upper surface is covered with a white substance. On top of this white layer there is a decorative pattern resembling petal shapes in white color. Above this there are pink yellow strips and black spherical objects scattered.",,,,,,,
cupcake/49.jpg,cupcake,"chocolate the food Topped with strawberries Round",,,,,,,
cupcake/50.jpg,cupcake,"The food is colourful,round,and looks sweet on its surface.",,,,,,,
cupcake/53.jpg,cupcake,"Round shape, milky white base, decorated with light purple cream, smooth and delicate surface",,,,,,,
cupcake/56.jpg,cupcake,"Small round pastry with soft sponge the food and delicate cream topping, tender and sweet. The outline appears neat and clearly defined.",,,,,,,
cupcake/57.jpg,cupcake,"Cylindrical in shape, covered in white cream with caramel drizzle, topped with an assortment of sliced fruits including red strawberries, yellow kiwis, purple blackberries, and orange fruit pieces, garnished with green mint leaves.",,,,,,,
cupcake/58.jpg,cupcake,"pink,round,smooth,decorated with strawberries",,,,,,,
cupcake/59.jpg,cupcake,"Triangular block-like shape, top layer covered with reddish-purple jam and fruit pieces, interspersed with dark brown, green the food layers and a light pink filling layer.",,,,,,,
cupcake/6.jpg,cupcake,"Light brown, square-shaped, and soft in texture.",,,,,,,
cupcake/60.jpg,cupcake,"Plump white pastry with a glossy surface, light texture, and fine decorative details.",,,,,,,
cupcake/61.jpg,cupcake,"Round and full, with a smooth white surface and fluffy texture, topped with creamy frosting",,,,,,,
cupcake/62.jpg,cupcake,"A cylindrical bottom covered by a golden dome-shaped top, with a frilled white film wrapped around the edges.",,,,,,,
cupcake/63.jpg,cupcake,"Small, round shape with a soft base, topped with thick creamy layer, colorful and smooth surface.",,,,,,,
cupcake/64.jpg,cupcake,"Brightly colored，small in size.",,,,,,,
cupcake/68.jpg,cupcake,"the food is a small, round single-serve the food. It has a lovely round shape, soft layered the food body, and is often topped with colorful cream and decorations, looking sweet and exquisite.",,,,,,,
cupcake/70.jpg,cupcake,"Round and full, with a smooth white surface and fluffy texture, topped with creamy frosting. The outline appears neat and clearly defined.",,,,,,,
cupcake/71.jpg,cupcake,"Overall cylindrical in shape and composed of three layers: the top layer is light pink-purple with a smooth glossy surface, the middle layer is pale green with small air holes, and the bottom layer is darker with a loose and slightly rough texture. Decorated on top with light pink flowers and two light brown oval pieces, with a small and delicate appearance.",,,,,,,
cupcake/72.jpg,cupcake,"Compact white pastry with a soft interior and cream decoration.",,,,,,,
cupcake/73.jpg,cupcake,"White and circular, delicate in look with fluffy the food and light frosting",,,,,,,
cupcake/75.jpg,cupcake,"Rich in color and diverse in shape",,,,,,,
cupcake/76.jpg,cupcake,"Large-sized round pastry, tender texture with subtle gloss",,,,,,,
cupcake/77.jpg,cupcake,"Short cylindrical or fluted cup-like shape with a slightly domed, shallow-curved top. Exterior color ranges from light tan to browned edges. Interior cross-section reveals a uniform, fine-pored crumb structure. Dimensions are smaller than the palm, with a neatly defined outer rim.",,,,,,,
cupcake/79.jpg,cupcake,"The top layer is white, rectangular in shape, with many patterns",,,,,,,
cupcake/8.png,cupcake,"Puits d'amour, with layered structure, soft and chewy texture.",,,,,,,
cupcake/80.jpg,cupcake,"A slice of creamy pink strawberry mousse the food, topped with fresh strawberries and mint.Light pink strawberry the food with sponge layers, garnished with bright red strawberries.A pretty strawberry mousse the food slice, decorated with fresh fruit and mint leaves.",,,,,,,
cupcake/82.jpg,cupcake,"A small, round item covered with a white, creamy substance and topped with various pieces of fruit.",,,,,,,
cupcake/83.jpg,cupcake,"Cylindrical or the food-shaped, with a slightly domed top, approximately 6-7 cm in diameter. The surface is golden yellow or light brown in color, with a light and porous texture. Fine, dense air pockets are visible throughout, and the top may have a few small cracks.",,,,,,,
cupcake/86.jpg,cupcake,"Compact white pastry with a soft interior and cream decoration. The outline appears neat and clearly defined.",,,,,,,
cupcake/87.jpg,cupcake,"Large-sized round pastry, tender texture with subtle gloss. The outline appears neat and clearly defined.",,,,,,,
french_fries/0.jpg,french_fries,"The food is golden, strip-shaped, and looks crispy on the surface.",,,,,,,
french_fries/1.jpg,french_fries,"The food consists of multiple golden-yellow, elongated sticks with a uniform, slender rectangular shape. The surface appears matte with a light, crispy texture and subtle oily sheen. These items are gathered in a central pile, emerging from four red containers with yellow curved markings, and are spread across a green tray.",,,,,,,
french_fries/11.jpg,french_fries,"The food is slender, golden and covered with a crispy surface.",,,,,,,
french_fries/12.jpg,french_fries,"Thin, golden, crispy sticks, lightly salted, usually served hot and often paired with a thick tomato-based sauce.",,,,,,,
french_fries/13.jpg,french_fries,"This food is golden yellow and strip-shaped, and it looks very crispy.",,,,,,,
french_fries/14.png,french_fries,"The food is golden, strip-shaped, and looks crispy with a slightly oily surface.",,,,,,,
french_fries/17.jpg,french_fries,"Golden-yellow, elongated strips with a crispy surface texture and irregular edges.",,,,,,,
french_fries/18.jpg,french_fries,"The food is bright light golden yellow, uniform slender strip, dry and crispy outer surface",,,,,,,
french_fries/19.jpg,french_fries,"Golden yellow, consisting of multiple pieces; each piece is long, thin, and regular in shape, with a fluffy and reflective surface.",,,,,,,
french_fries/20.webp,french_fries,"golden,long,rough",,,,,,,
french_fries/22.jpg,french_fries,"Golden strips with a crispy surface and an even shape",,,,,,,
french_fries/24.webp,french_fries,"The food is golden, strip-shaped, and looks crispy on the surface",,,,,,,
french_fries/25.png,french_fries,"A generous serving of golden, crispy the food arranged on a white rectangular plate. Beside the plate is a small white bowl filled with bright red ketchup, along with a silver fork resting on a folded white napkin. The setting is atop a bamboo placemat, showcasing the classic presentation of this popular snack",,,,,,,
french_fries/26.jpg,french_fries,"The food is golden-yellow, strip-shaped, with a crispy-looking surface and a slightly uneven texture.",,,,,,,
french_fries/27.jpeg,french_fries,"Golden yellow, long strip-shaped, crisp and uneven surface",,,,,,,
french_fries/29.jpg,french_fries,"Golden yellow, long, wavy strips with distinct ridged textures on the surface. They look crispy and glossy, with consistent length and thickness.",,,,,,,
french_fries/3.jpg,french_fries,"The foreground is filled with a stack of long, slender, rectangular strips with a bright golden-yellow hue. They have a slightly oily sheen and a crispy-looking texture, while some reddish-brown seasoned items are visible in the background.",,,,,,,
french_fries/30.jpg,french_fries,"They are long and thin sticks, golden in color, with a crisp outer surface.",,,,,,,
french_fries/31.jpg,french_fries,"Golden yellow, strip-shaped, with salt grains on the surface and a crispy texture.",,,,,,,
french_fries/34.png,french_fries,"Crispy on the outside, soft on the inside, golden yellow, uneven in thickness, with salt crystals and charred crispy bits on the surface",,,,,,,
french_fries/37.jpg,french_fries,"Golden, elongated strips with a dry surface and slightly crispy texture",,,,,,,
french_fries/4.jpg,french_fries,"Light golden, thin and long strips with fine crystalline particles on the surface. Varying in length and thickness, dry and crispy.",,,,,,,
french_fries/40.jpg,french_fries,"The food consists of golden-brown potato strips with a crisp-looking exterior, arranged in a loose pile.",,,,,,,
french_fries/41.jpg,french_fries,"Thick-cut golden fries with herb flecks.",,,,,,,
french_fries/42.jpg,french_fries,"Crispy golden fried potato sticks",,,,,,,
french_fries/43.jpg,french_fries,"The food is golden-orange, strip-shaped, with a crispy-looking surface. The outline appears neat and clearly defined.",,,,,,,
french_fries/44.jpg,french_fries,"The food consists of golden-brown potato strips with a crisp-looking exterior, arranged in a loose pile. The outline appears neat and clearly defined.",,,,,,,
french_fries/45.jpg,french_fries,"A golden, slender fried snack in a red cardboard box.",,,,,,,
french_fries/46.jpg,french_fries,"This food appears golden yellow with a relatively rough surface. It is in long strips and some of them have brown or black patches along the edges.",,,,,,,
french_fries/48.jpg,french_fries,"The food is golden-orange, strip-shaped, with a crispy-looking surface. The surface texture is visible under the lighting.",,,,,,,
french_fries/49.jpg,french_fries,"Long-cut Crispy exterior surface Uniform golden-yellow color overall",,,,,,,
french_fries/5.jpg,french_fries,"Golden yellow long strips, rough and uneven surface, crispy and light texture.",,,,,,,
french_fries/50.jpg,french_fries,"The food is golden,strip-shaped,and looks crispy on its surface.",,,,,,,
french_fries/51.jpg,french_fries,"A large quantity of uniform, slender strips stacked in a red container. They exhibit a bright golden-yellow hue with varying degrees of toasted brown edges. The surfaces appear dry with smooth, straight-cut edges, accompanied by a small dish of thick, red sauce in the lower right.",,,,,,,
french_fries/52.jpg,french_fries,"""golden,crispy,high-fat""",,,,,,,
french_fries/54.jpg,french_fries,"Presenting a light golden-yellow color, these are slender, rectangular straight strips, featuring a slightly dry and seemingly crispy matte texture, randomly piled together.",,,,,,,
french_fries/55.jpg,french_fries,"Golden slender strips, crisp and dry with firm texture",,,,,,,
french_fries/57.jpg,french_fries,"Golden-brown, stick-shaped fried food, elongated in form, with a slightly glossy surface and lightly charred edges in some areas.",,,,,,,
french_fries/58.jpg,french_fries,"golden yellow,long thin sticks,crispy outside,medium length",,,,,,,
french_fries/59.jpg,french_fries,"Golden-yellow, elongated thin strip, bumpy surface texture, about the width of a palm in length.",,,,,,,
french_fries/6.jpg,french_fries,"Golden yellow, strip-shaped, and looks crispy on the surface.",,,,,,,
french_fries/60.jpg,french_fries,"the food, thin strips of deep-fried potatoes, a popular fast food item commonly served with ketchup or other dipping sauces.",,,,,,,
french_fries/61.jpg,french_fries,"Golden slender strips, crisp and dry with firm texture. The surface texture is visible under the lighting.",,,,,,,
french_fries/62.jpg,french_fries,"Elongated golden-yellow strips featuring a uniform coating of fine white crystals, stacked in a cross-hatched, overlapping arrangement.",,,,,,,
french_fries/63.jpg,french_fries,"Golden yellow, long strip shape, slightly curved, crispy surface with rough texture.",,,,,,,
french_fries/65.jpg,french_fries,"The food appears as a batch of fried potato strips with a golden surface and elongated shape.",,,,,,,
french_fries/66.jpg,french_fries,"Golden yellow, long strip shape, uniform thickness, dry and crispy surface",,,,,,,
french_fries/67.jpg,french_fries,"The food consists of elongated golden-yellow to light-brown strips with a crisp exterior, a slightly textured surface, and an evenly cut shape.",,,,,,,
french_fries/68.jpg,french_fries,"The food is thin, long potato strips with a neat strip shape. After frying, they turn golden yellow on the surface, look crisp and tidy, and have a slender and attractive appearance.",,,,,,,
french_fries/69.jpg,french_fries,"Golden in color, long in shape, with a rough and uneven surface, crispy and fluffy in texture, approximately the thickness and length of a finger",,,,,,,
french_fries/7.jpg,french_fries,"Light golden in color, long and thin, with smooth edges and a slightly crisp-looking surface.",,,,,,,
french_fries/71.jpg,french_fries,"Golden yellow, cut into short elongated pieces with relatively uniform thickness. The cross-section appears square or slightly flat, with rounded edges and a fairly smooth surface. Some parts have light brown crisped edges, and they are piled together with an appearance of a lightly crisp exterior and a thicker interior.",,,,,,,
french_fries/73.jpg,french_fries,"Neat elongated pieces, bright golden and crispy all over. The outline appears neat and clearly defined.",,,,,,,
french_fries/74.jpg,french_fries,"Golden yellow in color, elongated rectangular prism shape approximately 8-10 cm in length, with crispy, slightly ridged surface texture and fluffy interior visible at cut ends.",,,,,,,
french_fries/76.jpg,french_fries,"Long and strip-shaped, yellow, with white granules on the surface",,,,,,,
french_fries/77.jpg,french_fries,"Pale yellow to golden, slender, rectilinear columns with a squarish cross-section. Edges are straight and cleanly defined. Surface exhibits fine granular texture and a dry, lightly oiled sheen. Firm in stance, and typically a small handful can be grasped together.",,,,,,,
french_fries/78.jpg,french_fries,"Golden yellow, long strips, uneven and crispy surface",,,,,,,
french_fries/80.jpg,french_fries,"The food consists of thick-cut fries with a pale golden color, a soft-looking surface, and a piled arrangement on a plate.",,,,,,,
french_fries/81.jpg,french_fries,"Presents a bright golden yellow color with a neat, slender strip shape. The surface looks slightly crispy, sprinkled with white seasoning crumbs",,,,,,,
french_fries/83.jpg,french_fries,"Long and thin strips, approximately 5-9 cm in length, with a square cross-section measuring about 1 cm on each side. The exterior is golden yellow, with a slightly bumpy texture and a faint oily sheen. The texture is crispy on the outside and soft on the inside.",,,,,,,
french_fries/87.jpg,french_fries,"Neat elongated shape, with a rich fried golden color",,,,,,,
rice/0.jpg,rice,"The food is white, fluffy, and consists of long, separate grains served in a bowl",,,,,,,
rice/1.jpg,rice,"The image features a white ceramic bowl filled with a mound of small, elongated, translucent white grains. The grains appear soft and moist, with a slightly glossy surface texture, and are densely packed together to form a rounded, domed shape that extends slightly above the rim of the bowl.",,,,,,,
rice/11.jpg,rice,"The food is fine, pale white and gathered into soft small clusters.",,,,,,,
rice/12.jpg,rice,"Small, pearly, soft grains that become sticky when cooked, serving as a neutral base for many dishes.",,,,,,,
rice/14.png,rice,"The food is white, soft, and fluffy, with glossy grains and a slightly rounded mound shape.",,,,,,,
rice/16.jpg,rice,"the food is steaming on a bowl",,,,,,,
rice/17.jpg,rice,"A mound of small, individual white grains that are slightly glossy, stick together, and fill a ceramic bowl.",,,,,,,
rice/18.jpg,rice,"The food is pure milky white, slender granular shape, full and fine texture, tightly piled together",,,,,,,
rice/19.jpg,rice,"Ivory white, composed of individual oval-cylindrical grains.",,,,,,,
rice/2.jpg,rice,"the food is soft, plump, white or translucent grains that look fluffy and glossy.",,,,,,,
rice/20.webp,rice,"milky white,small,loose",,,,,,,
rice/21.webp,rice,"This food consists of tiny white grains, piled together inside a bowl with a soft and slightly sticky look.",,,,,,,
rice/22.jpg,rice,"Small white grains with a loose texture and a slightly glossy look",,,,,,,
rice/23.png,rice,"A dense pile of small, slender, white, and slightly curved grains resting on a dark plate.",,,,,,,
rice/25.png,rice,"A close-up shot of a bowl of fluffy, steamed white grains served in a black ceramic bowl. The grains appear soft, glossy, and loosely piled.",,,,,,,
rice/26.jpg,rice,"The food is white, composed of individual grains, with a soft, slightly glossy texture and a clumped appearance.",,,,,,,
rice/28.jpg,rice,"The food is white, composed of individual soft-looking grains that clump together in a bowl.",,,,,,,
rice/30.jpg,rice,"They are small, oval, white grains. When cooked, they become soft, plump and slightly sticky.",,,,,,,
rice/31.jpg,rice,"Distinct grains, white in color, piled up with a glossy surface.",,,,,,,
rice/32.jpg,rice,"White granular particles piled loosely, exhibiting a moist sheen, contained within a round bowl with a black rim.",,,,,,,
rice/33.jpg,rice,"Pure white, granular, tight, tiny",,,,,,,
rice/34.png,rice,"White and plump, each grain distinct, with a glossy, oily sheen on the surface, short-round or slender in shape.",,,,,,,
rice/35.jpg,rice,"Milky white, tiny oval particles, each distinct with a moist luster on its surface, densely piled up in a mound-like formation.",,,,,,,
rice/36.jpg,rice,"The food is white, fluffy and granular, with soft texture and.",,,,,,,
rice/37.jpg,rice,"White, small grains with irregular shapes and a slightly glossy appearance",,,,,,,
rice/39.jpg,rice,"distinct grains,snow-white,soft",,,,,,,
rice/4.jpg,rice,"White, slender and plump grains with natural sheen. Loosely piled, soft and glossy, grains slightly sticking together.",,,,,,,
rice/41.jpg,rice,"Fluffy white grains are placed in a clear container.",,,,,,,
rice/42.jpg,rice,"Soft, steamed white grains with a smooth and slightly glossy appearance.",,,,,,,
rice/43.jpg,rice,"The food is white, fluffy and granular, with soft texture and. The outline appears neat and clearly defined.",,,,,,,
rice/45.jpg,rice,"A box of white staples with a little vegetable and sauce on the side.",,,,,,,
rice/46.jpg,rice,"The food is generally composed of multiple granular white or round yellow particles with a very smooth surface. Some of the particles even show a slight reflective effect.",,,,,,,
rice/47.jpg,rice,"Small, oval, white grains, separate and shiny.",,,,,,,
rice/48.jpg,rice,"The food is white, fluffy and granular, with soft texture and. The surface texture is visible under the lighting.",,,,,,,
rice/49.jpg,rice,"Cooked white",,,,,,,
rice/51.jpg,rice,"A mass of tiny, individual oval grains gathered in a dark wooden bowl. They are a pure, translucent white throughout. The individual grains have smooth surfaces with a slight stickiness, reflecting a soft, pearly luster under the light.",,,,,,,
rice/52.jpg,rice,"""white,ellipsoid,sweet""",,,,,,,
rice/54.jpg,rice,"It is pure white, composed of a massive number of tiny, tightly packed oval-shaped granules, showing a moist, somewhat translucent, and slightly sticky gloss.",,,,,,,
rice/55.jpg,rice,"Milky white grains, plump, tender and slightly glossy",,,,,,,
rice/58.jpg,rice,"white,small,slightly sticky,tiny",,,,,,,
rice/59.jpg,rice,"White, short and plump oval shape, smooth and glossy surface, distinct grains, about two centimeters in length.",,,,,,,
rice/60.jpg,rice,"Steamed white grains with a soft texture, typically served in a bowl as a staple side dish.",,,,,,,
rice/63.jpg,rice,"White, small grain-like particles, slightly glossy surface, loosely piled with soft texture.",,,,,,,
rice/64.jpg,rice,"white, granular",,,,,,,
rice/66.jpg,rice,"Milky white, granular, slender the food grains, loose and distinct texture",,,,,,,
rice/68.jpg,rice,"the food consists of small, white and oval grains. Cooked the food is soft and plump, with neat grain shapes. The grains stick gently together, looking clean and simple.",,,,,,,
rice/70.jpg,rice,"Small, long, white particles with distinct grains.",,,,,,,
rice/71.jpg,rice,"Pure white, made up of clearly separated slender grains, piled into a small hemispherical mound. The overall texture looks loose and full, with a soft slight sheen on the surface, and it is served in a light brown round bowl.",,,,,,,
